Symbol,mean_rank
ADARB1,11207.0
REG4,13023.0
UPF3A,11861.0
RENBP,14411.0
RELCH,8584.5
REM1,13972.5
RFT1,7359.0
RFESD,7831.5
RFX6,12197.5
RFX7,8927.5
RBFOX3,13910.5
RASGEF1C,5373.5
RFPL4B,10100.5
RGSL1,12428.5
RGS10,13844.5
RPA2,16398.5
RPA3,8767.5
RFPL1,5731.5
RGS22,5869.5
ARHGAP44,10828.0
ARHGAP1,9891.5
ARHGAP8,5187.0
ARHGAP33,10523.5
RHOF,14794.0
RHOG,11207.0
RHOXF1,9859.5
RHOXF2,3686.0
RIBC1,5431.0
RIDA,7339.0
RIF1,6674.0
TSPOAP1,12251.0
RIMS2,13962.0
RIPOR1,8513.0
RIN2,7518.5
RINT1,9858.0
SCPEP1,9412.0
REG3A,11699.5
REP15,10254.5
REEP5,15524.5
REEP6,12936.0
REL,10555.0
ATP6AP2,11278.0
RETN,12114.5
RAB11FIP1,7547.5
RAB11FIP2,4319.0
RGR,7986.0
RGS12,12805.5
RIMBP3C,2360.5
RIMS1,9668.0
RIMBP3,10459.0
RIN1,10076.0
RIPK3,13870.0
RSL1D1,15182.5
TP53I11,5958.5
PLA2G16,9206.5
PLA2G4C,6612.0
PANK1,16251.5
PAQR3,8997.5
F2RL2,12506.0
PAXX,8471.5
PAX7,18142.0
PCDHGB5,3635.0
PCDHGB6,4377.0
PCDHGB7,12408.5
PCARE,11522.5
PCDHAC2,6955.0
PCDHGA1,4605.0
PBX1,18679.0
CFAP221,12174.0
PCDH15,11204.0
PCP4,8345.5
PDE8A,10223.5
PTGDR,15168.5
P4HB,13751.0
PDIK1L,2843.0
PDCD6,10150.5
PDIA5,11335.0
PDIA6,9438.0
PDK4,10131.5
PDE7A,7814.0
PDCD2L,3851.0
PDE10A,10694.5
PDE4D,11456.0
CBFB,6848.5
RABL6,9167.5
PEF1,9237.0
RAC1,11269.0
LPO,17637.0
PES1,14455.5
PEX13,8863.5
RAD54L,9049.0
PEX6,14057.0
PF4V1,11420.5
PFDN4,9778.5
PLA2G12A,10539.0
PGAM4,9549.5
PGRMC2,14517.0
PHACTR4,8896.0
PHAX,6884.0
NUDT18,7497.5
NUBP1,13686.0
NUPR1,14978.0
NYX,12324.5
GATAD2A,5315.5
GATAD2B,6449.0
PABPC4L,2770.0
PLA2G2C,12412.5
PADI1,17254.5
PACSIN3,11351.5
PACRGL,8193.5
ADCYAP1R1,11352.5
PADI4,13980.0
PAGE3,12733.0
PAGE4,7127.5
PAPSS1,9274.5
PAQR5,5570.5
PAQR6,6093.0
PATZ1,8223.0
PARPBP,14013.0
PAX6,19017.5
PCDHA10,6860.0
PCDHGA5,10854.0
PCDHB2,8251.0
PXN,15554.5
PARP8,5729.5
PAX3,19145.0
PAXIP1,7964.0
PCDH18,5232.5
PBOV1,12414.0
PCID2,12569.5
PCGF2,7609.5
PCDHGA3,10961.0
PCDH12,12206.5
PCNX3,4283.0
PDCD6IP,10928.0
PDCD1LG2,18619.5
PDE12,9224.5
PDCD2,11098.0
POLDIP3,15488.5
PDE9A,13418.0
PDCD7,7657.0
PDE3A,10224.5
PDCL3,10046.0
PDE4C,8035.5
CRABP2,14935.0
RAG2,12384.5
PGBD2,3805.0
PGBD5,5493.5
HSPG2,11368.0
RDH5,7837.5
PTGER4,12095.5
PPL,8846.5
PGAP2,5720.5
ACAN,13765.5
PGAM5,12291.0
PDGFRB,10755.5
RALB,10818.0
PGGHG,5892.0
PGK2,10432.0
PTGS1,12936.0
RAMP3,7879.5
PGP,9224.5
PGM5,7343.0
PHC1,10068.0
GPLD1,10713.5
PHLPP2,15913.0
PDCL,13415.5
TENT4A,11562.5
F2R,14093.0
PAPPA,16819.0
PANK4,3311.5
PAQR7,9311.5
PATL1,12728.0
PARP10,9695.5
PARD6B,5485.0
PARP4,12210.5
PATE4,10731.0
PARVA,15314.5
PARN,13376.5
HCG22,816.0
PCDHB9,10251.5
SLC46A1,10533.0
PCDHA1,6358.0
PCDHA13,9032.5
PRCP,8657.0
PCSK5,16824.5
PDE8B,7510.5
PDXDC1,6376.5
PARP3,9025.0
PCDHA8,6628.5
PCDH9,10773.0
PCDHB6,8876.0
TRIP13,10352.0
PCSK6,17806.0
PTGDR2,17592.0
PDE5A,13179.0
PDE6A,14840.0
PDIA3,17119.5
PDCD5,13257.0
PDK1,13094.0
PDE6D,14115.0
PDK3,12842.0
PDGFC,17428.5
PDGFD,8457.0
PDLIM1,13989.5
PDLIM2,8245.0
PDLIM3,11190.5
PDYN,14967.5
PTGER1,11599.0
PCED1A,7645.0
PELP1,11868.0
PGA4,4963.0
BCAN,13389.5
PGBD1,4259.5
PGBD4,7126.5
PCCB,15636.0
PCDHGA12,10988.5
PDCD1,12285.0
PDE3B,11549.5
PDGFA,16992.0
PDE4A,18326.0
PDE4B,15856.5
PDGFB,14455.5
PDZK1P1,849.0
PEA15,9104.5
PEAK1,10280.0
PEG3,13954.5
PELI1,9770.0
PER3,18276.0
PERP,15202.0
VBP1,11968.0
PEX7,7232.5
DCN,16225.0
MIR7-3HG,848.0
POGLUT1,11391.5
PDXDC2P,847.0
PODXL2,7854.5
RAC2,13768.0
TPO,13216.0
RACK1,12240.5
RAD18,10460.5
RAD1,15872.0
RAD21,15976.5
PEX10,15263.5
PEX16,12900.0
PEX12,7924.5
PTGFR,13701.0
PFDN2,3998.0
RAD9A,17503.0
PGAM2,14923.5
RDM1,10591.0
PHACTR3,9236.0
PAQR8,10783.0
PARG,11021.5
PARP9,8604.0
PBDC1,8946.0
PCDHGC5,7641.0
PCDHB15,9071.0
LPCAT1,16196.5
PCDHB18P,846.0
PCGF3,11899.5
PBX2,15218.0
PCDH10,11804.0
PCK2,15318.5
PCNP,13683.5
PDZD9,10151.5
PER1,11607.0
PFDN6,15908.5
UQCRHL,7124.5
QSOX2,9252.5
C9orf64,4077.5
RAB40B,8791.0
RBAK,11914.5
RASSF7,10201.5
RBBP7,7258.5
RAB33A,11583.5
RAB39B,11952.5
RAB3GAP2,6390.5
OCA2,17137.0
RNF113A,13519.0
RAB12,8666.0
RAB3IL1,13451.5
RAB23,6856.5
RNF144A,3736.5
RAB31,5798.5
RAB34,6872.5
RGS9BP,11904.5
RAB8A,11665.0
RAB8B,6134.0
RAB6C,13386.5
RAB3D,8360.5
RAD50,13387.0
RASA3,7448.0
ERAS,11249.0
MRAS,15473.5
RAP2A,10902.0
RABGAP1L,6724.5
RBL2,16695.0
RBM14,11622.5
RBM4B,5351.5
QRFPR,8722.5
CRYZ,18960.5
RAB13,8902.5
RXFP3,14832.5
RAB28,7518.0
RAB2A,9563.0
RAB37,5836.0
RAB2B,4166.0
RAB5C,5948.5
RAB6B,4912.5
RAB4A,9175.5
RAB10,8368.0
RDX,12911.5
RASA1,9383.5
RAPH1,7051.0
RANBP1,8324.0
RASSF3,3348.5
RB1CC1,9315.0
RABL2A,5186.0
RBM34,7980.0
RBM41,7516.0
RBM42,11415.5
RBM5,12768.5
RBM20,16539.5
RBM45,6599.5
RCOR1,17439.0
RCOR2,11999.5
QSER1,10313.5
RARB,18444.0
RAB39A,9196.5
RABGAP1L,5005.5
RAB40A,5197.5
RABGAP1,3479.5
RBM12,12335.5
RANBP10,7851.0
RBMX,9448.5
RBSN,8953.5
TAF15,5103.0
RBKS,15027.5
LMO1,14133.5
LMO2,13091.0
RCAN2,19056.5
RBX1,15694.5
RBMY1A1,813.0
RBMY1C,784.0
RCC1,17724.5
RCC2,14553.5
PUS3,6254.5
PLXDC2,13419.0
PZP,15254.5
QTRT2,10755.0
PUSL1,5108.0
PDZRN3,7742.5
QRICH2,10411.5
QKI,10412.5
QPCTL,6683.0
RPL39P5,783.0
RXFP4,5382.0
RAB25,6832.0
RAB4B,13423.5
RAD51AP2,5481.5
RGS7BP,11305.5
RAB30,8132.0
RAB3B,6492.5
RAD54B,15257.0
RAB3IP,9710.0
RAB7A,16522.5
RAB41,1360.0
RAB42,8451.5
RAB7B,15059.5
RAE1,14276.5
CHM,18765.5
CHML,11276.0
RAB11B,10195.0
AGPAT5,6933.0
POU2F2,14902.5
ERVK-11,781.0
ERVK-6,780.0
POC1B,8215.0
PPP1R3C,8518.0
PPIL6,8981.5
PPM1B,9243.0
PRR20E,779.0
PRAC1,12844.5
PRAMEF13,778.0
PRAG1,15498.0
PRDM2,10208.5
PRAMEF4,9174.0
PREX2,7327.5
PRAME,16836.0
PRR14L,8842.0
PRDX2,17789.0
PRG2,12348.0
PPARGC1A,14998.5
PRIMA1,11017.0
UQCR11,8082.0
RPL3L,4156.0
RAB32,9104.5
RAB17,9360.0
RAB19,9849.5
RAD51D,8846.5
RABEP2,12238.0
HRAS,18140.0
RARA,19096.5
RAN,17605.0
RBM12B-AS1,773.0
RASAL3,11942.0
RBBP4,15439.5
NRAS,16898.0
RBBP6,11470.0
PDZRN4,11836.5
UQCR10,12267.0
RNF113B,7908.0
RAD51C,16598.5
RAB29,12719.5
RAB26,13405.0
RAB9A,9532.0
RAB6D,772.0
RAB44,10880.0
RADX,16155.5
RADIL,4887.0
RBM12B,8869.0
RASEF,13128.5
RAP1A,13098.0
RAX2,11824.0
RASL12,7501.0
PIGP,11525.0
PIGC,13132.0
PIP5K1A,7407.5
PIGH,12985.0
PTGIR,15400.0
PLCG2,12751.0
PGF,12399.5
PLCXD1,3512.0
PLK5,7715.5
PLIN1,10320.0
PLLP,6711.5
PF4,18807.5
PLP2,11078.0
PLSCR3,7799.0
PLSCR4,4474.0
PMF1,12329.5
PLXND1,11653.0
PMP22,11953.0
POU6F2,13441.0
NPHS2,18116.5
PODXL,15215.5
POU3F2,13509.5
PPM1J,11336.0
PPT2,17542.5
PSTPIP2,9148.0
ALDH18A1,11419.0
PAPOLG,9315.0
PAPPA2,9844.5
ADIPOR2,10179.5
F2RL1,11278.0
PARP1,17447.0
PARD3,16376.5
PARP2,11058.0
PATL2,9515.0
PATE1,11715.5
PARP6,8353.5
PCDH1,12536.0
PCDHA7,11673.5
LPCAT2,8284.5
PCDHGA7,10588.5
PCDHB5,11764.0
PCK1,16497.0
PCM1,10668.5
PCMTD1,7326.0
PCSK4,9164.0
PCNX2,3349.0
PCYT1B,8299.0
PCNX4,11028.0
CD274,14393.5
PCSK9,19985.0
PDE1C,8539.0
PDZK1IP1,11465.0
RABL3,9290.0
PENK,13478.5
PEAR1,15127.0
PEG10,12279.0
PDZD4,14130.5
PFDN1,10814.0
PEX19,12903.5
RAG1,15917.5
AGER,15235.5
PTGES2,14093.5
PTGS2,19274.5
RAI1,12263.5
RALA,16970.0
RALYL,11687.5
RALY,7892.0
PCBD1,14590.0
CRABP1,13465.0
PGA3,11981.5
PGC,15095.0
PEPD,13190.5
MPO,14461.5
PRF1,19223.5
PEX14,11798.5
PEX1,7309.0
PFDN5,10482.0
PARP14,9483.0
PARVB,12097.0
PAX1,15030.5
PASD1,11065.5
PAX9,16723.0
PARM1,11194.0
PCDHB10,12007.5
PCDHGB4,4384.5
PCDHGC3,11388.0
PCBP3,7747.0
PCDHA4,9488.5
PCDH8,8451.5
PCIF1,14402.0
PCGF5,6543.0
PCDHGA8,5966.0
PCGF6,8497.0
PCDHGA11,11094.5
PCOTH,811.0
PCSK1N,9899.0
PCSK7,17575.0
PDCD10,16130.0
PDK2,16782.0
POLDIP2,12584.5
PDZD2,8975.5
PGGT1B,13452.0
PHF19,8383.0
PHC2,11019.5
PHC3,18499.0
PHF24,8668.5
PHLDB3,7183.5
PIEZO2,12261.0
PIFO,6691.5
INPP5J,13772.5
PIK3R5,7728.0
PIGBOS1,9832.0
PLEKHA7,10732.0
PITX3,13418.5
PKP3,15996.0
RLN2,12672.5
PKN2,16896.0
PRELID3A,5768.5
PHEX,19161.0
PGM2L1,12420.5
PHB,13324.0
PHGR1,5478.0
PHLDA1,10714.5
PHLDA2,8806.0
PHLDA3,12426.5
PHOSPHO1,6424.5
PHOSPHO2,6029.5
PIEZO1,9979.0
PI4KA,10340.0
PIGN,9698.0
PI4KB,17207.5
PIH1D2,9553.5
PIAS3,11252.0
PIGT,13046.5
PIGW,8385.5
PIGX,8388.0
PINLYP,5570.5
PIWIL1,12349.0
PITPNA,14154.5
PIWIL3,7090.0
PIWIL4,17483.0
PITPNC1,10837.5
PKHD1,16833.0
PLEKHF2,13536.5
PIK3C3,10399.5
PKP2,16019.0
PLEKHG3,7369.0
PTGER3,16097.0
PDZD8,13072.0
TWNK,18293.0
RABGEF1,14957.5
PELI2,10363.0
RAC3,10151.5
PERM1,6021.0
PHF21A,7716.0
PHF21B,7667.0
PGAP3,16623.5
HPGD,16185.0
RANGAP1,10376.5
RDH16,7446.0
PGRMC1,13039.5
PGLYRP3,12438.5
PHF2,3955.5
PIANP,15770.0
PATE3,8372.5
PARP16,10507.0
TIPARP,12167.5
PARK7,13111.5
PAX2,12217.5
PBRM1,12377.0
PCDHA6,5057.5
PCDHAC1,11592.0
PCDHA9,7858.5
PCCA,12577.0
PCDHB3,11501.5
PCDH11X,12087.0
PCDHGB2,5108.0
PCDHGB3,5310.5
DCHS1,10923.5
PID1,8050.0
PCNA,7099.0
PCMTD2,3606.5
PCDH11Y,806.0
PCOLCE,13456.0
PDE1A,12601.5
PDE6B,12664.0
PDE6C,9310.0
PDE2A,13810.5
PDILT,9228.5
PDXK,11251.5
PECR,10314.5
SERPINF1,14494.0
PEAK3,7434.5
PEMT,17789.0
NPEPL1,5242.0
SLC8B1,10931.5
NBPF4,5444.0
NBPF5P,805.0
NCKAP5L,11049.0
NCOA5,9296.0
NME1,10895.5
NDRG4,9943.5
NDUFB1,12861.5
NDUFA4,9587.5
NDUFB7,5314.5
NDUFA5,11382.5
NDST4,7413.5
NDUFB11,8553.5
GAP43,12130.0
NEXMIF,8457.0
MME,16267.0
NEURL1,9976.5
RASAL2,10373.0
NUS1,16941.0
NGB,14686.0
TACR3,15329.0
PANO1,10162.5
TENT4B,10189.0
PANX2,11372.5
ADIPOR1,14836.0
PARP12,10996.5
PCDH17,12159.0
PCBP2,15809.0
PCDHGC4,7655.5
PCBP4,11246.5
PCDHB16,11138.0
PCDHA5,5701.5
PBX3,12207.0
PBX4,11693.5
PCLO,10331.5
PCP2,11476.5
PCYOX1,10678.5
PCYT1A,15196.0
PCYT2,10693.0
PDE7B,8988.5
PDE1B,11574.0
PDIA2,14241.0
PDCD4,12286.0
PDIA4,12517.5
PDCL2,6209.5
REG3G,16395.5
MTRF1L,4023.5
RPA1,15437.5
RGL4,6296.0
RFXAP,12596.0
RGPD1,11420.0
RFPL4A,11319.5
RASGRF1,8609.0
ARHGAP19,8734.5
RHBDD3,8150.0
RHD,13637.5
ARHGAP23,10720.0
ARHGAP27,7639.5
RHCG,10424.0
RIMKLB,8450.0
RAB22A,13967.0
RARRES2,17587.5
RAB11A,15636.0
RASSF10,12893.5
RBBP9,6419.5
RDH10,14290.5
HERV-K104,797.0
REEP3,9875.5
RELL1,8799.5
UPF3B,7432.5
RGMA,17112.5
RFWD3,4779.0
RACGAP1,8291.5
RIPK2,14000.5
RIT1,9502.5
ERVK-6,796.0
RD3L,2305.0
REG1A,9188.5
IK,9423.0
REEP4,8720.0
RETSAT,11891.0
RBFOX1,16081.5
RFFL,6840.0
RGS7,8915.5
RAB11FIP4,6440.5
RFX1,17409.0
RCVRN,11454.0
REV3L,11853.5
RFPL3S,8493.5
RFLNA,13202.5
RFC4,8668.0
RFC1,8950.0
RFTN2,3376.0
RFPL4AL1,793.0
RALGPS2,4534.0
RGS11,9753.0
RGS16,12063.0
RHPN1-AS1,792.0
ARHGAP17,9379.0
ARHGAP18,8999.5
RHBG,10193.0
ARHGAP26,15259.0
ARHGAP31,7039.5
ARHGAP32,17375.0
RIBC2,9629.5
RECQL,17759.5
MTRF1,12295.5
REXO4,15765.0
RFX5,11072.5
RGCC,10770.5
RASGEF1A,8052.0
RGS18,10760.5
RGS19,6592.5
RALGPS1,9564.5
RGS20,7165.5
RGS3,12427.0
RHBDL2,12888.0
ARHGAP20,7946.0
RHEB,11278.0
ARHGAP39,9242.5
ARHGAP29,9912.0
ARHGAP9,12801.0
ARHGAP10,8636.5
ARHGAP35,9455.5
RHOC,14306.0
RHOD,18386.5
RHOH,8890.0
RHOJ,11372.0
RHOQ,14875.0
RFTN1,8320.5
RFC5,7140.0
RASGEF1B,4784.5
RALGAPA2,12277.0
RGPD5,5600.5
RGS1,15057.5
RGP1,8723.5
RFX3,9610.0
RGS6,16153.5
RHBDL3,12083.0
ARHGAP24,6934.0
ARHGAP40,7978.5
ARHGAP4,8896.0
RILPL1,11624.5
RFX8,10113.5
RFXANK,14218.5
RAB11FIP3,5434.5
RGS8,14272.0
RGN,18235.5
RASGRF2,10746.0
RHBDF2,9860.0
ARHGAP25,10230.5
RHPN2,13333.5
RILP,13525.0
RIOX2,9770.0
RIPK1,15892.5
RNH1,14451.0
RDH12,14566.5
RDH14,7179.0
RAD23B,14019.0
RECQL5,10464.5
REM2,11579.5
RETNLB,15233.0
REXO5,5990.0
RFC2,11091.5
RFLNB,6441.5
RGS17,10557.5
RGPD2,13220.0
RGS2,16276.0
RFX2,9523.5
RGS4,13227.5
RASD2,9556.0
RHOU,8608.5
ARHGAP28,9590.5
ARHGAP30,5984.5
ADARB2,8077.0
REPS2,12150.0
REXO1,11639.0
RGL3,4771.5
RFPL2,5509.5
RFPL3,9223.5
RGPD8,7452.0
RAB11FIP5,10574.5
RGS9,10552.5
RGS21,6521.0
RGMB,14522.0
RGS5,7668.5
RHOXF2B,1740.0
DLC1,8888.5
ARHGAP12,13110.5
RICTOR,11205.5
RAVER1,13518.0
RANBP9,13056.0
RBBP5,8772.5
RAP2B,11603.5
RCOR3,4856.0
RCN2,11235.5
RETREG1,9921.0
RFX4,8960.5
RGL1,8868.5
RBFOX2,14361.5
RALGAPA1,14521.5
RGPD3,7794.0
RGPD4,5813.0
RHBDL1,11531.5
RHAG,16157.0
RHBDD1,7226.0
RHBDD2,11515.0
RHOBTB2,12109.5
RIN3,9869.0
RING1,16208.0
RIPPLY2,12565.5
RIMS4,4039.5
RRM2B,10663.5
RIPOR3,11378.0
RIPK4,15498.0
RIT2,16605.0
RPL15,14809.5
RPS21,12676.0
RPS24,16559.0
RPS25,12129.0
RPS26P11,505.0
RPS26,13144.5
RPS27A,9817.0
RPS27L,11030.0
RPS27,15901.0
RPS28,12641.0
RPS29,11792.0
RPS2,13183.0
RIMBP2,10626.0
RIOX1,12804.5
RIMS3,10437.5
RNF2,17020.5
RRM2,18109.0
RPL32,18861.0
RPL37A,14893.0
KSR1,11247.5
KSR2,12344.0
KATNBL1,4997.0
KRTDAP,8671.5
MIPOL1,6731.5
TRAF3IP1,10566.5
RHOT1,9330.5
MISP,13103.0
AMH,18085.5
MITF,11333.0
MAPK6,15900.0
KTI12,6668.5
NIFK,8324.5
MKKS,15689.5
LRRC37A2,11911.0
LRRC37A3,8061.5
KYNU,9855.5
LAMA2,15760.0
MMP24,7325.5
LALBA,15062.5
LARGE2,4945.5
KDM1A,17736.5
KDM2B,15952.0
KDM3B,14131.0
KDM4B,17193.0
KDM4C,12212.0
KDM5A,16762.0
KDM5C,15650.5
KDM5D,499.0
KDM6A,15277.0
KDM6B,13334.0
KDM7A,13211.5
PRKG1,17297.0
KIR2DL2,496.0
KIR2DL3,14258.0
KIR2DL5A,494.0
KIR2DL5B,513.0
KIR2DS2,515.0
KIR2DS3,516.0
KIR2DS5,536.0
KIR3DL1,13550.5
PSKH1,10769.5
KRTAP13-3,5271.5
KRTAP13-4,2516.0
KRTAP15-1,9193.0
KRTAP1-1,11521.5
LLGL2,14265.5
LAMA3,15566.5
LAMA5,16065.0
TMPO,18630.5
LCA10,535.0
LCN12,12275.5
LCE1A,12459.0
LCN1,14060.5
LCE3E,10444.0
LCE4A,6224.0
LDB2,15521.5
LDHAL6A,14584.5
LGALS2,8903.0
LGALS3,16867.0
KRTAP11-1,12880.0
PRKCZ,14322.0
KRTAP4-11,4549.5
KRTAP5-9,13035.5
KRTAP6-1,12169.5
KRTAP9-3,10127.0
KRTAP20-1,10338.0
KRTAP9-6,8473.5
KRTAP3-3,10063.5
KRTAP24-1,9023.5
KRTAP26-1,7382.0
KRTAP4-1,6909.0
KRIT1,17011.5
PKM,13631.5
PKLR,17335.0
KRT35,13473.0
KREMEN1,8929.5
KRTAP10-3,4879.0
KRTAP10-10,5239.5
KRTAP10-11,9886.0
KRI1,8842.0
RPS6KB1,11161.5
MINK1,10272.0
IGKV1-39,523.0
IGKV2-28,522.0
IGKV2-29,517.0
IGKV3D-7,489.0
IGKV3-11,514.0
IGKV3-15,488.0
IGKV1D-17,458.0
MKNK2,5995.0
IGKV1-5,456.0
IGKV2D-40,455.0
MMP19,7259.5
MMP1,13253.5
LAIR2,5945.0
MMP25,8504.0
LANCL3,4670.5
MMP27,6950.5
LAMP1,16301.0
LARP4,7673.5
LAMP2,15356.5
LATS1,12163.5
LASP1,17009.5
MMP7,13527.0
LCE6A,5897.0
KDSR,12373.0
GUK1,14955.0
PRKG2,9938.0
KHDC4,7676.5
KIF12,8559.5
KIF13B,9882.5
KIR3DS1,454.0
KIF19,7104.0
KIF2C,12123.5
KIF1A,16087.5
WWC1,14069.0
KIF3C,10130.5
KIF22,14725.5
KIF5A,13760.5
KIF24,11592.0
KIF28P,448.0
KIF6,15720.5
KIF9,10752.0
KIF2B,5328.5
KIN,12809.0
KIFC2,12680.5
KLHL3,11508.5
KLHL7,11250.5
KLK10,11327.5
KLK11,17059.0
KLK12,9821.0
KLRD1,11656.5
KLK7,13487.0
KMO,11073.0
KNL1,15931.5
KRTAP6-2,9404.0
KRTAP6-3,11464.0
KRTAP19-5,9582.5
KRTAP9-2,7803.0
KRTAP2-3,8634.5
KRTAP3-1,3524.5
KRTAP3-2,9054.5
KRTAP4-2,5269.0
KRTAP4-3,2865.0
KRTAP4-4,1916.5
KRTAP4-5,3003.0
KRTAP4-7,7728.0
KRTAP4-9,7001.5
KRBOX4,5806.5
KRCC1,11239.5
PRKCD,12324.5
KRR1,5491.5
RPS6KA1,18384.0
KRT34,6556.5
RPS6KA2,10848.5
KRT81,7826.0
SYK,12868.0
KRT33B,5545.5
KNG1,13533.0
PSKH2,7747.0
KRTAP27-1,9961.5
KRTAP13-1,6254.0
KRTAP5-7,7784.0
PRKCB,15831.0
KRTAP1-5,9793.0
KRTAP2-2,10300.0
KRTAP19-8,9016.5
KRTAP22-1,10892.0
KRTAP25-1,7677.0
KRBA2,7131.0
PRKD2,9213.5
KRT85,11844.5
KRT86,10432.0
PRKCE,7648.5
KRTAP10-5,5005.0
KREMEN2,6029.0
KLKP1,438.0
KRT33A,7653.5
RPS6KA6,10384.5
RPS6KC1,8488.0
MINDY2,5494.0
MINDY3,6095.5
MIS12,8593.5
MISP3,4211.0
MINDY4B,437.0
MAPK7,15059.0
MAPK10,13644.0
MAPK12,17025.5
KATNA1,5761.5
MAPK15,15501.5
IGKV2-24,436.0
IGKV1D-12,459.0
IGKV1D-13,486.0
IGKV3D-15,462.0
IGKV1D-39,483.0
MMP17,11376.0
MAPK8,13464.5
KATNB1,10315.0
DNAAF2,8239.5
MKLN1,11016.5
IGKV1D-8,472.0
IGKV3D-11,469.0
MKNK1,14996.0
IGKV3-20,468.0
IGKV2D-30,467.0
IGKV1D-33,618.0
IGKV1-6,617.0
IGKV1-8,616.0
IGKV1D-43,612.0
IGKV1-16,609.0
IGKV1-17,604.0
IGKV1-27,603.0
MMP13,12000.0
MMP14,15619.5
LAMA4,12111.0
SLC7A5P1,602.0
LAX1,16077.0
SLC43A2,8191.0
LAMB4,14307.0
LBX1,18150.0
LCAT,18272.5
LDHB,11484.5
LDHC,16580.5
MMTAG2,11860.0
LDLR,9460.5
LDOC1,7635.0
LGALS16,6954.5
LEG1,6507.0
KNCN,11175.0
KNOP1,7269.0
KRTAP29-1,3494.5
KRTAP13-2,4837.0
KRTAP5-6,3711.0
KRTAP16-1,4420.0
KRTAP8-1,6596.0
KRTAP2-1,2832.0
KRTAP19-7,4438.5
KRTAP9-4,9511.0
KRTAP9-7,5334.0
KRTAP21-2,5066.5
LRRC37A5P,647.0
LINC00312,646.0
LAG3,14263.5
TMPO,13080.5
LAMB1,14919.0
SSB,18100.0
LATS2,18300.5
MMP9,12215.5
LBH,5577.0
LBP,18483.5
LCE1C,7746.0
LCE2B,11788.0
LCE2C,9164.0
LDB1,13269.5
MMS19,9512.0
MMS22L,7751.5
LDHD,13062.5
LGALS7,16935.5
LENG9,7455.0
LEPROTL1,16227.0
KHDRBS2,15502.0
KHNYN,10349.0
PRKCH,8468.0
KRTAP5-10,8677.0
KRTAP19-1,5441.0
KRTAP19-2,10146.0
KRTAP19-3,7163.5
KRTAP19-4,7047.5
KRTAP19-6,9650.0
KRTAP5-1,10049.5
KRTAP5-2,11110.5
KRTAP5-5,10297.5
KRTAP10-6,9263.5
KRTAP10-7,5008.5
KRTAP10-8,4913.0
RPS6KA5,11047.0
IGKV1-33,595.0
IGKV1D-16,559.0
IGKV3D-20,556.0
IGKV2D-26,555.0
IGKV2D-28,553.0
IGKV2D-29,552.0
L1CAM,14550.5
LAD1,6123.5
MMP23B,10275.0
LAMC3,8229.0
LARP1B,8512.0
SLC7A8,5855.0
LARP6,15170.0
LBHD1,11630.5
LBHD2,551.0
LCE3D,9535.0
LEMD1,9680.0
KHDC1L,10766.0
KIR2DS1,549.0
KIF13A,13222.0
KIR3DL3,14944.0
KIF15,10679.5
KIF18A,14793.0
KIF25-AS1,544.0
KIRREL3-AS3,570.0
KIF20A,13916.0
KIF1B,18501.0
KIF1C,12797.5
KIF11,18556.0
KIF23,10558.5
KIF25,7745.0
KIFC1,14485.5
KIFC3,13302.5
KIRREL2,10402.5
KIF21B,13984.5
TMEM167A,11613.5
KLHL11,14946.5
KLHL12,14529.0
KLHL15,8481.0
KLHL17,6468.0
KLHL18,6302.5
KLHL20,10146.0
KLHL22,7746.5
KLHL23,10703.5
KLHL24,8947.5
KLRF1,12714.0
KLRF2,6665.5
KLHL6,4893.5
KLRG2,3807.5
KLHL8,6162.5
KLK13,9354.5
KLK1,11244.0
KLRB1,16421.0
KLK2,12149.0
KLK3,13477.0
KLK5,9367.0
PRPSAP2,6887.0
KRTAP20-3,2408.5
KRTAP22-2,6055.0
PRKD1,18559.0
KHDRBS1,16391.0
KIF3A,14997.5
KIF4A,12879.5
MVK,14881.0
KIF5C,10052.5
KIF7,11662.5
KIFAP3,12720.0
TMEM167B,11034.5
KLHL10,4950.0
KLHL13,3186.5
KLHL14,11908.5
KLHL21,5353.5
KLHL25,7960.5
KLK9,12080.0
KLKB1,10640.5
KLRG1,12765.0
KLHL9,10988.0
SLC25A30,7836.5
KLK15,17755.5
KLK6,16311.0
KLK8,8697.5
KNDC1,13042.0
KPRP,5820.5
PRKCI,17109.5
NDUFS6,5511.5
MAGEB10,7549.0
MALRD1,11096.5
MAML1,11286.5
MAP3K15,8244.0
LEMD3,10176.5
MANBAL,10528.0
MANSC4,7527.0
MAGI3,11245.0
NECTIN1,16771.0
NECTIN4,9397.5
NEDD4L,16125.0
METAP1D,8708.5
METAP2,14256.0
NEDD8,9561.5
MARCH2,7950.0
MAVS,19100.0
MATN4,8828.0
NEGR1,11203.5
MVB12B,12547.5
MBOAT1,8594.0
RNGTT,14514.5
MBOAT7,9345.5
NEK9,15320.5
MCM4,16648.0
NELFCD,12188.0
MCM5,17530.5
MAD2L1,10384.0
MDC1,17087.0
MAD2L2,13096.5
MDGA2,6839.5
NAXE,11244.0
METTL15P1,587.0
MECOM,13021.5
NNT,11723.5
MED14,13207.0
ZCCHC17,13537.0
MED12,16367.0
MED1,11369.0
MED20,15711.5
NOA1,11676.0
MED26,7441.5
MED24,11620.5
MED27,7351.5
NOC3L,8568.0
